Mean Chronology  (Calibrated BP - 1950) ,Wild Terrestrial Fauna ,Avian Fauna ,Aquatic Fauna,Indet. Bones,Bovids,Cattle (Bos taurus/indicus),Sheep/Goat (Ovis/Capra Indet.),Iron Smelting,Iron Use,Ceramics,coastalforestmosaic,drycoastalwoodedgrassland,drynorthernwoodedgrassland,drysouthernwoodedgrassland,forest/wood/grasslandmosaic,montaneforest,comoros,kenya,madagascar,rwanda,tanzania
2339.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
451.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
692.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
976.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6073.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1392.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
983.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
930.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4281.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4109.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4247.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2062.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1936.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1770.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2419.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2610.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2148.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1937.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2284.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1947.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2596.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1651.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
158.5,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
525.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
598.5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2675.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
495.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
526.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
703.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
709.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
227.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
723.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1406.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
244.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1254.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
326.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
900.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1151.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1151.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1067.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1175.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1084.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1155.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1168.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1876.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
559.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
822.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1169.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
704.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1297.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1095.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1111.0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1369.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
997.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1366.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1231.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1403.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1066.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
997.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
984.5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
562.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
664.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1919.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1916.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1507.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1918.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1013.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2716.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
956.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1757.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1646.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
587.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1084.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1163.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
594.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1085.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
617.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
616.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
857.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1183.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1089.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
701.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3146.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4182.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
809.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
608.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
704.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
724.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
695.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
692.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
734.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
700.0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
575.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
589.0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
730.5,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
995.5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1179.5,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
816.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
879.5,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
922.5,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1069.0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
845.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
610.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
625.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
470.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
522.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1237.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
599.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
795.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1923.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1857.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1266.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2241.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
829.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
790.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1314.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
931.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
877.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
790.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
529.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
794.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
878.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
865.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
736.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1615.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1122.5,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1134.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1715.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6251.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2241.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4453.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1711.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
522.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1644.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
409.5,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
625.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1434.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4173.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3478.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
397.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4068.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
777.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2061.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2685.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3011.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3277.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3706.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4604.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5467.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1589.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2892.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5155.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4344.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1833.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2245.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1621.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
914.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2920.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
532.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
586.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
707.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
818.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
760.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
702.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
760.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
760.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
802.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
866.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2151.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1954.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2254.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3071.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4628.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1123.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1006.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
646.5,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
810.0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
896.0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
856.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
855.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
861.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
861.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
855.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
851.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1010.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
851.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
219.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1160.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1163.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1164.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
814.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
863.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
604.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
616.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
610.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
625.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
508.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
608.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
698.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
699.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
692.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
611.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
605.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
691.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1162.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1554.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3407.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4317.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
867.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2637.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1267.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2147.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1342.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
939.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
823.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
820.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
615.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1352.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1348.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1453.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
738.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
794.5,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
802.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
816.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
913.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1013.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1095.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
791.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
879.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
854.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
855.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
996.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
649.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1051.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1070.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1628.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1438.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
529.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
570.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
564.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
527.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
531.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1478.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1458.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1378.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1058.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
415.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
413.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1738.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1678.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1608.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
216.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
729.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
785.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1253.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
485.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
759.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
663.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
869.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1101.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
869.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
506.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1049.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
996.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1432.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
907.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1134.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1051.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1131.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
845.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1320.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
490.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
219.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
817.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
633.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1368.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1473.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
437.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
594.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
818.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
858.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
863.5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1580.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3727.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1101.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2389.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1178.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1318.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
950.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3481.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1570.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2875.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1082.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
